Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,Washington,Unweighted distribution of population (%),67.5,4,1.3,9.3,0.7,4.1,13,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,Washington,Weighted distribution of population (%),63.6,5.4,0.9,13.7,0.8,4.5,11.1,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,Washington,Count of COVID-19 deaths,681,40,25,75,15,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,Washington,Distribution of COVID-19 deaths (%),72.8,4.3,2.7,8,1.6,,9.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,Washington,Unweighted distribution of population (%),67.5,4,1.3,9.3,0.7,4.1,13,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,Washington,Weighted distribution of population (%),62.5,5.7,0.8,15,0.8,4.5,10.6,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,Washington,Count of COVID-19 deaths,567,18,21,76,13,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,Washington,Distribution of COVID-19 deaths (%),72.5,2.3,2.7,9.7,1.7,,10.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,Washington,Unweighted distribution of population (%),67.5,4,1.3,9.3,0.7,4.1,13,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,Washington,Weighted distribution of population (%),64,5.4,0.9,13.3,0.9,4.6,10.9,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,Washington,Count of COVID-19 deaths,289,13,,32,12,,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,Washington,Distribution of COVID-19 deaths (%),72.6,3.3,,8,3,,10.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,Washington,Unweighted distribution of population (%),67.5,4,1.3,9.3,0.7,4.1,13,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,Washington,Weighted distribution of population (%),63,5.7,0.9,14.4,0.9,4.6,10.6,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,Washington,Count of COVID-19 deaths,142,,,14,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,Washington,Distribution of COVID-19 deaths (%),74.7,,,7.4,,,7.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,Washington,Unweighted distribution of population (%),67.5,4,1.3,9.3,0.7,4.1,13,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,Washington,Weighted distribution of population (%),63.2,5.8,0.9,13.7,0.9,4.7,10.7,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,Washington,Count of COVID-19 deaths,140,13,,23,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,Washington,Distribution of COVID-19 deaths (%),63.6,5.9,,10.5,,,9.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,Washington,Unweighted distribution of population (%),67.5,4,1.3,9.3,0.7,4.1,13,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,Washington,Weighted distribution of population (%),62.7,5.8,0.8,14.3,0.9,4.6,10.8,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,Washington,Count of COVID-19 deaths,120,,,,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,Washington,Distribution of COVID-19 deaths (%),69,,,,,,14.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,Washington,Unweighted distribution of population (%),67.5,4,1.3,9.3,0.7,4.1,13,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,Washington,Weighted distribution of population (%),63.3,5.6,0.9,14.3,0.8,4.5,10.5,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,West Virginia,Count of COVID-19 deaths,2686,92,,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,West Virginia,Distribution of COVID-19 deaths (%),95.9,3.3,,,,0,0.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,West Virginia,Weighted distribution of population (%),89.4,5.2,0.2,1.3,0,2.2,1.7,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,West Virginia,Count of COVID-19 deaths,1494,48,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,West Virginia,Distribution of COVID-19 deaths (%),96.1,3.1,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,West Virginia,Weighted distribution of population (%),89.3,5.4,0.2,1.3,0,2.2,1.6,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,West Virginia,Count of COVID-19 deaths,1192,44,0,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,West Virginia,Distribution of COVID-19 deaths (%),95.7,3.5,0,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,West Virginia,Weighted distribution of population (%),89.5,5.1,0.2,1.3,0,2.2,1.8,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,West Virginia,Count of COVID-19 deaths,0,0,0,0,0,0,0,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,West Virginia,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,West Virginia,Weighted distribution of population (%),0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,West Virginia,Count of COVID-19 deaths,0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,West Virginia,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,West Virginia,Weighted distribution of population (%),0,0,0,0,0,0,0,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,West Virginia,Count of COVID-19 deaths,,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,West Virginia,Distribution of COVID-19 deaths (%),,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,West Virginia,Weighted distribution of population (%),91.7,3.5,0.2,1,0,2,1.5,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,West Virginia,Count of COVID-19 deaths,47,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,West Virginia,Distribution of COVID-19 deaths (%),95.9,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,West Virginia,Weighted distribution of population (%),89.7,5.2,0.2,1.3,0,2.2,1.4,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,West Virginia,Count of COVID-19 deaths,35,,0,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,West Virginia,Distribution of COVID-19 deaths (%),92.1,,0,,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,West Virginia,Weighted distribution of population (%),87.9,6.5,0.2,1.2,0,2.4,1.9,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,West Virginia,Count of COVID-19 deaths,13,0,0,0,0,0,0,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,West Virginia,Distribution of COVID-19 deaths (%),100,0,0,0,0,0,0,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,West Virginia,Weighted distribution of population (%),86.9,6,0.2,1.7,0,2.4,2.8,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,West Virginia,Count of COVID-19 deaths,31,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,West Virginia,Distribution of COVID-19 deaths (%),91.2,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,West Virginia,Weighted distribution of population (%),90,5.1,0.2,1.2,0,2,1.4,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,West Virginia,Count of COVID-19 deaths,106,,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,West Virginia,Distribution of COVID-19 deaths (%),97.2,,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,West Virginia,Weighted distribution of population (%),89.3,6,0.2,1,0,2.1,1.4,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,West Virginia,Count of COVID-19 deaths,109,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,West Virginia,Distribution of COVID-19 deaths (%),96.5,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,West Virginia,Weighted distribution of population (%),88.4,6.7,0.2,1.1,0,2.3,1.3,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,West Virginia,Count of COVID-19 deaths,128,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,West Virginia,Distribution of COVID-19 deaths (%),94.8,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,West Virginia,Weighted distribution of population (%),88.7,6.1,0.2,1.2,0,2.3,1.5,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,West Virginia,Count of COVID-19 deaths,296,10,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,West Virginia,Distribution of COVID-19 deaths (%),95.8,3.2,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,West Virginia,Weighted distribution of population (%),89.8,4.9,0.2,1.2,0,2.1,1.6,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,West Virginia,Count of COVID-19 deaths,728,20,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,West Virginia,Distribution of COVID-19 deaths (%),96.7,2.7,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,West Virginia,Weighted distribution of population (%),89.6,4.8,0.2,1.4,0,2.1,1.8,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,West Virginia,Count of COVID-19 deaths,673,26,0,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,West Virginia,Distribution of COVID-19 deaths (%),95.9,3.7,0,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,West Virginia,Weighted distribution of population (%),89.8,4.9,0.2,1.3,0,2.1,1.7,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,West Virginia,Count of COVID-19 deaths,261,10,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,West Virginia,Distribution of COVID-19 deaths (%),95.3,3.6,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,West Virginia,Weighted distribution of population (%),89.3,5.1,0.2,1.4,0,2.2,1.8,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,West Virginia,Count of COVID-19 deaths,97,,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,West Virginia,Distribution of COVID-19 deaths (%),98,,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,West Virginia,Weighted distribution of population (%),88.5,5.7,0.2,1.4,0,2.2,2,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,West Virginia,Count of COVID-19 deaths,111,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,West Virginia,Distribution of COVID-19 deaths (%),96.5,,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,West Virginia,Weighted distribution of population (%),89.1,5.3,0.2,1.3,0,2.2,1.9,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,West Virginia,Count of COVID-19 deaths,50,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,West Virginia,Distribution of COVID-19 deaths (%),89.3,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,West Virginia,Unweighted distribution of population (%),92,3.5,0.2,0.8,0,1.7,1.7,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,West Virginia,Weighted distribution of population (%),88.8,5.5,0.2,1.4,0,2.2,1.9,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,Wisconsin,Count of COVID-19 deaths,7020,532,98,140,,11,406,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,Wisconsin,Distribution of COVID-19 deaths (%),85.5,6.5,1.2,1.7,,0.1,4.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,Wisconsin,Weighted distribution of population (%),66.6,15.3,0.6,4.2,0,2.1,11.2,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,Wisconsin,Count of COVID-19 deaths,5319,424,78,108,,,334,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,Wisconsin,Distribution of COVID-19 deaths (%),84.8,6.8,1.2,1.7,,,5.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,Wisconsin,Weighted distribution of population (%),66.2,15.5,0.6,4.2,0,2.1,11.3,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,Wisconsin,Count of COVID-19 deaths,1701,108,20,32,0,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,Wisconsin,Distribution of COVID-19 deaths (%),87.9,5.6,1,1.7,0,,3.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,Wisconsin,Weighted distribution of population (%),67.6,14.6,0.6,4.2,0,2.1,10.9,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,Wisconsin,Count of COVID-19 deaths,,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,Wisconsin,Distribution of COVID-19 deaths (%),,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,Wisconsin,Weighted distribution of population (%),89.5,1.5,0.4,4.7,0,1.7,2.1,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,Wisconsin,Count of COVID-19 deaths,0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,Wisconsin,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,Wisconsin,Weighted distribution of population (%),0,0,0,0,0,0,0,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,Wisconsin,Count of COVID-19 deaths,19,20,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,Wisconsin,Distribution of COVID-19 deaths (%),43.2,45.5,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,Wisconsin,Weighted distribution of population (%),56.7,22.1,0.5,4.6,0,2.3,13.8,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Wisconsin,Count of COVID-19 deaths,187,97,,,0,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Wisconsin,Distribution of COVID-19 deaths (%),60.1,31.2,,,0,0,6.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Wisconsin,Weighted distribution of population (%),56.1,22.4,0.6,4.5,0,2.3,14.1,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Wisconsin,Count of COVID-19 deaths,185,49,,11,0,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Wisconsin,Distribution of COVID-19 deaths (%),64.2,17,,3.8,0,0,14.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Wisconsin,Weighted distribution of population (%),57.8,21.1,0.7,4.2,0,2.2,13.9,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Wisconsin,Count of COVID-19 deaths,95,28,0,,0,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Wisconsin,Distribution of COVID-19 deaths (%),58.3,17.2,0,,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Wisconsin,Weighted distribution of population (%),56.5,22.2,0.6,4.3,0,2.3,14.2,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Wisconsin,Count of COVID-19 deaths,117,20,0,,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Wisconsin,Distribution of COVID-19 deaths (%),71.3,12.2,0,,,0,13.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Wisconsin,Weighted distribution of population (%),61.2,18.9,0.6,4.2,0,2.2,12.9,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Wisconsin,Count of COVID-19 deaths,157,15,,,0,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Wisconsin,Distribution of COVID-19 deaths (%),78.9,7.5,,,0,0,10.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Wisconsin,Weighted distribution of population (%),62.7,18,0.6,4.1,0,2.1,12.5,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Wisconsin,Count of COVID-19 deaths,179,,,,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Wisconsin,Distribution of COVID-19 deaths (%),82.1,,,,0,,8.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Wisconsin,Weighted distribution of population (%),66.8,15.1,0.7,4.2,0,2.1,11.1,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,Wisconsin,Count of COVID-19 deaths,897,32,12,11,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,Wisconsin,Distribution of COVID-19 deaths (%),90.5,3.2,1.2,1.1,,,3.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,Wisconsin,Unweighted distribution of population (%),80.9,6.4,0.9,3,0,1.7,7.1,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,Wisconsin,Weighted distribution of population (%),71,12.2,0.8,4.1,0,2,9.9,
